"test","movieid","title","genres","imdbid","tmdbid","userid","rating","timestamp"
81079,38992,"Two for the Money (2005)","Drama",417217,9910,274,"3.5",1172025979
81080,39183,"Brokeback Mountain (2005)","Drama|Romance",388795,142,22,"2.5",1268726935
81114,39231,"Elizabethtown (2005)","Comedy|Drama|Romance",368709,9621,232,"3.0",1218167486
81118,39234,"North Country (2005)","Drama",395972,9701,307,"2.5",1186257903
81122,39292,"Good Night, and Good Luck. (2005)","Crime|Drama",433383,3291,74,"4.5",1207500229
81142,39307,"Dreamer: Inspired by a True Story (2005)","Children|Drama",418647,12920,140,"2.5",1156530456
81143,39381,"Proposition, The (2005)","Crime|Drama|Western",421238,16608,28,"3.5",1234338567
81151,39400,"Fog, The (2005)","Action|Horror|Mystery|Thriller",432291,791,249,"2.0",1365263733
81156,39414,"Shopgirl (2005)","Comedy|Drama|Romance",338427,2610,51,"4.0",1230931702
81163,39427,"Stay (2005)","Thriller",371257,8066,175,"0.5",1234189665
81167,39435,"Legend of Zorro, The (2005)","Action|Adventure|Drama|Western",386140,1656,232,"3.5",1218165618
81172,39444,"Weather Man, The (2005)","Comedy|Drama",384680,6963,28,"3.5",1242290492
81181,39446,"Saw II (2005)","Horror|Thriller",432348,215,76,"4.5",1439166934
81194,39449,"Prime (2005)","Comedy|Drama|Romance",387514,2313,177,"3.0",1435838009
81199,39516,"Don't Move (Non ti muovere) (2004)","Drama",330702,16729,526,"4.5",1502133927
81200,39715,"American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005)","Comedy",436058,8274,21,"2.5",1376823734
81207,39801,"Great Yokai War, The (Yôkai daisensô) (2005)","Adventure|Comedy|Fantasy|Horror",425661,42000,599,"2.0",1519121538
81209,39869,"Manderlay (2005)","Drama",342735,1951,187,"4.5",1161850083
81213,40148,"Revolver (2005)","Crime|Drama|Thriller",365686,10851,125,"2.0",1474294862
81220,40278,"Jarhead (2005)","Action|Drama|War",418763,25,28,"3.0",1242289778
81237,40339,"Chicken Little (2005)","Action|Adventure|Animation|Children|Comedy|Sci-Fi",371606,9982,89,"4.0",1520408983
81244,40412,"Dead Man's Shoes (2004)","Crime|Thriller",419677,12877,351,"4.5",1328889065
81246,40414,"Joyeux Noël (Merry Christmas) (2005)","Drama|War",424205,11661,28,"3.0",1240816043
81251,40478,"Night of the Lepus (1972)","Horror|Sci-Fi|Thriller",69005,38761,514,"2.5",1533946214
81252,40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)","Comedy|Drama",98532,7974,567,"5.0",1525282197
81253,40578,"Sword of the Beast (Kedamono no ken) (1965)","Action|Drama",200768,46917,599,"3.0",1519244386
81254,40581,"Just Friends (2005)","Comedy|Romance",433400,10033,111,"4.5",1516152390
81260,40583,"Syriana (2005)","Drama|Thriller",365737,231,28,"2.5",1242288972
81276,40597,"One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002)","Comedy|Drama",328132,68098,489,"2.0",1333656323
81277,40614,"Derailed (2005)","Drama|Thriller",398017,8999,380,"3.0",1494696709
81281,40617,"Creep (2004)","Horror|Thriller",381966,8555,380,"3.0",1494796925
81282,40629,"Pride & Prejudice (2005)","Drama|Romance",414387,4348,10,"3.0",1455356796
81309,40697,"Babylon 5","Sci-Fi",105946,NULL,210,"4.0",1527266191
81311,40723,"Wolf Creek (2005)","Crime|Horror|Thriller",416315,9885,274,"4.0",1197187849
81315,40732,"Descent, The (2005)","Adventure|Drama|Horror|Thriller",435625,9392,68,"3.5",1269123490
81326,40815,"Harry Potter and the Goblet of Fire (2005)","Adventure|Fantasy|Thriller|IMAX",330373,674,21,"4.0",1403460886
81397,40819,"Walk the Line (2005)","Drama|Musical|Romance",358273,69,10,"4.0",1455301745
81436,40826,"Rent (2005)","Drama|Musical|Romance",294870,1833,177,"2.5",1435837219
81446,40851,"Zathura (2005)","Action|Adventure|Children|Fantasy",406375,6795,232,"2.5",1182910129
81450,40870,"C.R.A.Z.Y. (2005)","Drama",401085,11421,110,"3.5",1175329885
81452,40946,"Sarah Silverman: Jesus Is Magic (2005)","Comedy|Musical",422528,16156,232,"1.5",1207282903
81454,40955,"Breakfast on Pluto (2005)","Comedy|Drama",411195,1420,318,"4.0",1445022665
81458,40959,"Ice Harvest, The (2005)","Action|Comedy|Crime|Thriller",400525,9005,68,"3.0",1275958050
81461,40962,"Yours, Mine and Ours (2005)","Comedy|Romance",443295,13499,89,"4.5",1520409014
81464,40966,"Libertine, The (2004)","Drama",375920,7548,387,"3.5",1143011106
81465,41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)","Crime|Horror|Mystery|Thriller",65143,20345,606,"4.0",1171500683
81466,41285,"Match Point (2005)","Crime|Drama|Romance",416320,116,10,"2.5",1455301854
81483,41527,"Paradise Now (2005)","Crime|Drama|Thriller|War",445620,67,414,"4.0",1145900925
81485,41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)","Adventure|Children|Fantasy",363771,411,21,"3.0",1468113305
81547,41569,"King Kong (2005)","Action|Adventure|Drama|Fantasy|Thriller",360717,254,28,"2.5",1242290573
81587,41571,"Memoirs of a Geisha (2005)","Drama|Romance",397535,1904,68,"3.5",1158535743
81599,41573,"Family Stone, The (2005)","Comedy|Drama|Romance",356680,9043,68,"3.0",1267239316
81607,41617,"Havoc (2005)","Crime|Drama|Romance",285175,14695,387,"3.0",1167976696
81609,41627,"Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967)","Action|Drama",61847,27031,599,"3.5",1519183757
81610,41712,"Room for Romeo Brass, A (1999)","Comedy|Drama",202559,22908,610,"4.0",1479545633
81611,41716,"Matador, The (2005)","Comedy|Drama|Thriller",365485,9515,219,"4.0",1195944800
81618,41724,"Wal-Mart: The High Cost of Low Price (2005)","Documentary",473107,29595,68,"4.5",1240093546
81619,41769,"Mozart and the Whale (2005)","Comedy|Drama|Romance",392465,23478,232,"2.5",1182910359
81620,41828,"Don't Look Now: We're Being Shot At (La grande vadrouille) (1966)","Comedy|War",60474,8290,89,"4.5",1520409434
81621,41863,"Three Burials of Melquiades Estrada, The (2006)","Adventure|Crime|Drama",419294,8053,28,"4.5",1234341471
81626,41997,"Munich (2005)","Action|Crime|Drama|Thriller",408306,612,22,"3.0",1268726734
81647,42002,"Producers, The (2005)","Comedy|Musical",395251,9899,7,"4.5",1144806100
81656,42004,"Transamerica (2005)","Adventure|Comedy|Drama",407265,546,28,"2.5",1234340470
81662,42007,"Rumor Has It... (2005)","Comedy|Drama|Romance",398375,2800,111,"2.5",1516152645
81665,42009,"Cheaper by the Dozen 2 (2005)","Adventure|Comedy",452598,9641,140,"2.0",1152898617
81669,42011,"Fun with Dick and Jane (2005)","Comedy|Crime",369441,7552,177,"2.5",1435525882
81680,42013,"Ringer, The (2005)","Comedy",267891,9927,89,"3.0",1520408644
81684,42015,"Casanova (2005)","Action|Adventure|Comedy|Drama|Romance",402894,9681,177,"3.5",1435837783
81687,42018,"Mrs. Henderson Presents (2005)","Comedy|Drama",413015,10773,68,"0.5",1304977981
81689,42176,"Ear, The (Ucho) (1970)","Drama|Thriller",66498,88953,318,"4.0",1435309000
81690,42191,"Luxo Jr. (1986)","Animation|Children",91455,13925,105,"4.5",1446572696
81692,42285,"Dentist, The (1996)","Horror|Thriller",116075,9568,274,"3.0",1241763838
81693,42418,"New World, The (2005)","Adventure|Drama|Romance",402399,11400,288,"4.0",1199974982
81698,42422,"Voices of a Distant Star (Hoshi no koe) (2003)","Animation|Drama|Romance|Sci-Fi",370754,37910,477,"4.5",1252377754
81699,42556,"7 Faces of Dr. Lao (1964)","Fantasy|Mystery|Western",57812,14241,377,"5.0",1340342545
81700,42559,"Samurai Assassin (Samurai) (1965)","Action|Adventure|Drama",59673,79406,599,"3.0",1519183940
81701,42602,"Boys of Baraka, The (2005)","Documentary",444608,38785,414,"3.5",1230174249
81702,42632,"Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)","Crime|Drama|Mystery|Thriller",451094,4550,64,"4.5",1161529769
81707,42638,"Grand Theft Parsons (2003)","Comedy|Drama",338075,16433,599,"2.5",1519348733
81708,42718,"District 13 (Banlieue 13) (2004)","Action|Crime|Sci-Fi",414852,10045,68,"4.0",1261085978
81713,42723,"Hostel (2005)","Horror",450278,1690,51,"5.0",1230931696
81724,42725,"Grandma's Boy (2006)","Comedy",456554,9900,89,"2.0",1520408794
81731,42728,"Tristan & Isolde (2006)","Drama|Romance",375154,9044,232,"2.5",1206995969
81736,42730,"Glory Road (2006)","Drama",385726,9918,140,"5.0",1152898385
81738,42732,"Last Holiday (2006)","Comedy",408985,17379,232,"3.0",1206994414
81741,42734,"Hoodwinked! (2005)","Animation|Children|Comedy",443536,10982,401,"1.5",1515902122
81745,42738,"Underworld: Evolution (2006)","Action|Fantasy|Horror",401855,834,68,"3.0",1269122762
81761,42740,"Looking for Comedy in the Muslim World (2005)","Comedy",433116,25890,474,"3.5",1165540081
81762,42761,"Casper Meets Wendy (1998)","Adventure|Children|Comedy|Fantasy",140883,39345,89,"4.5",1520409141
81763,42943,"Revolution (1985)","Adventure|Drama|War",89913,12701,599,"2.5",1519264213
81764,42946,"Project A ('A' gai waak) (1983)","Action|Comedy",85127,21519,599,"3.0",1498525056
81766,43289,"Bird People in China, The (Chûgoku no chôjin) (1998)","Adventure|Comedy|Drama|Fantasy",142181,28638,610,"4.0",1479545316
81767,43333,"Water (2005)","Drama|Romance",240200,7509,474,"3.5",1189990981
81768,43376,"Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)","Drama|War",426578,2117,381,"4.5",1262899655
81772,43396,"World's Fastest Indian, The (2005)","Drama",412080,9912,28,"4.0",1234341071
81779,43419,"Bandidas (2006)","Action|Comedy|Crime|Western",416496,1969,599,"1.0",1498797061
81780,43460,"Tristram Shandy: A Cock and Bull Story (2005)","Comedy|Drama",423409,8435,288,"3.0",1203956956
81783,43549,"Helter Skelter (2004)","Action|Crime|Drama|Horror",383393,45759,274,"3.5",1239122616
81784,43556,"Annapolis (2006)","Drama",417433,13275,232,"2.5",1157249443
81786,43558,"Big Momma's House 2 (2006)","Action|Comedy|Crime",421729,11565,448,"2.0",1338652131
81787,43560,"Nanny McPhee (2005)","Children|Comedy|Fantasy",396752,11283,177,"4.0",1435837234
81793,43677,"Tuskegee Airmen, The (1995)","Drama|War",114745,31894,599,"2.0",1519367934
81794,43679,"Final Destination 3 (2006)","Horror|Mystery|Thriller",414982,9286,213,"3.5",1316196117
81803,43684,"Something New (2006)","Comedy|Drama|Romance",437777,15363,553,"4.5",1219560116
81804,43708,"Block Party (a.k.a. Dave Chappelle's Block Party) (2005)","Comedy|Documentary",425598,292,438,"3.0",1142284190
81807,43744,"Imagine Me & You (2005)","Comedy|Drama|Romance",421994,1544,596,"3.5",1535829337
81808,43836,"Pink Panther, The (2006)","Adventure|Comedy|Crime",383216,12096,125,"2.0",1474295075
81815,43869,"Curious George (2006)","Adventure|Animation|Children|Comedy",381971,9975,288,"3.0",1173363655
81817,43871,"Firewall (2006)","Crime|Drama|Thriller",408345,9754,232,"3.0",1182909819
81825,43904,"When a Stranger Calls (2006)","Horror|Thriller",455857,10053,175,"0.5",1234189741
81830,43908,"London (2005)","Drama",449061,7515,599,"3.0",1498526369
81831,43912,"Freedomland (2006)","Crime|Drama",349467,9959,414,"2.0",1150130066
81832,43914,"Winter Passing (2005)","Drama",380817,14256,480,"4.0",1179164007
81833,43917,"Eight Below (2006)","Action|Adventure|Drama|Romance",397313,9036,140,"3.0",1152898459
81837,43919,"Date Movie (2006)","Comedy|Romance",466342,10073,232,"0.5",1182910684
81840,43921,"Running Scared (2006)","Action|Crime|Thriller",404390,7304,28,"3.0",1242033072
81845,43928,"Ultraviolet (2006)","Action|Fantasy|Sci-Fi|Thriller",370032,9920,28,"3.0",1277002331
81858,43930,"Just My Luck (2006)","Comedy|Romance",397078,10025,563,"3.0",1441845078
81859,43932,"Pulse (2006)","Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller",454919,9682,232,"2.0",1167944835
81861,43936,"16 Blocks (2006)","Crime|Thriller",450232,2207,28,"2.5",1242290327
81870,44004,"Failure to Launch (2006)","Comedy|Romance",427229,6877,68,"3.0",1267239311
81876,44020,"Ultimate Avengers (2006)","Action|Animation|Children|Sci-Fi",491703,14609,380,"3.0",1536873977
81878,44022,"Ice Age 2: The Meltdown (2006)","Adventure|Animation|Children|Comedy",438097,950,18,"3.5",1455749359
81901,44189,"Ask the Dust (2006)","Drama|Romance",384814,1967,606,"4.0",1171729971
81902,44191,"V for Vendetta (2006)","Action|Sci-Fi|Thriller|IMAX",434409,752,18,"4.5",1455050089
82002,44193,"She's the Man (2006)","Comedy|Romance",454945,9655,73,"4.5",1464196920
82008,44195,"Thank You for Smoking (2006)","Comedy|Drama",427944,9388,28,"4.5",1234338584
82044,44197,"Find Me Guilty (2006)","Comedy|Crime|Drama",419749,9950,480,"3.0",1179163954
82045,44199,"Inside Man (2006)","Crime|Drama|Thriller",454848,388,18,"4.5",1455049886
82085,44204,"Tsotsi (2005)","Crime|Drama",468565,868,28,"3.0",1234571477
82089,44225,"Aquamarine (2006)","Children|Comedy|Fantasy",429591,14191,563,"3.0",1441845639
82091,44238,"Leprechaun 2 (1994)","Comedy|Fantasy|Horror",110329,18009,599,"2.5",1498527069
82092,44241,"Leprechaun 3 (1995)","Comedy|Fantasy|Horror",113636,19286,599,"2.0",1519258786
82093,44243,"Leprechaun 4: In Space (1997)","Comedy|Fantasy|Horror|Sci-Fi",116861,19287,599,"0.5",1498502775
82094,44301,"Lights in the Dusk (Laitakaupungin valot) (2006)","Crime|Drama",458242,1379,606,"3.5",1209754486
82095,44397,"Hills Have Eyes, The (2006)","Drama|Horror|Thriller",454841,9792,232,"2.5",1218169790
82101,44399,"Shaggy Dog, The (2006)","Adventure|Children|Comedy|Fantasy",393735,10067,140,"1.0",1160763894
82103,44511,"Unknown White Male (2005)","Documentary",436864,35555,474,"3.5",1165540183
82104,44555,"Lives of Others, The (Das leben der Anderen) (2006)","Drama|Romance|Thriller",405094,582,18,"4.0",1485646726
82138,44597,"Youth of the Beast (Yaju no seishun) (1963)","Action|Crime|Mystery",57697,37939,610,"4.0",1479545049
82139,44613,"Take the Lead (2006)","Drama",446046,12763,175,"5.0",1234189390
82141,44633,"Devil and Daniel Johnston, The (2005)","Documentary",436231,13222,253,"4.5",1286644149
82142,44657,"Mouchette (1967)","Drama",61996,1561,387,"3.0",1185138820
82143,44665,"Lucky Number Slevin (2006)","Crime|Drama|Mystery",425210,186,18,"4.5",1455049870
82181,44694,"Volver (2006)","Comedy|Drama",441909,219,132,"2.5",1329983723
82189,44709,"Akeelah and the Bee (2006)","Drama",437800,13751,68,"4.0",1261085771
82194,44719,"Brainstorm (2001)","Drama",263124,53961,50,"2.5",1514240340
82195,44731,"Stay Alive (2006)","Horror|Sci-Fi|Thriller",441796,10069,232,"1.5",1218171059
82198,44759,"Basic Instinct 2 (2006)","Crime|Drama|Mystery|Thriller",430912,3093,387,"1.0",1199012909
82201,44761,"Brick (2005)","Crime|Drama|Film-Noir|Mystery",393109,9270,28,"2.0",1234337337
82213,44773,"Dead Hate the Living!, The (2000)","Comedy|Horror",225481,28349,89,"3.0",1520409571
82214,44777,"Evil Aliens (2005)","Comedy|Horror|Sci-Fi",383353,10177,89,"4.5",1520409175
82215,44788,"This Film Is Not Yet Rated (2006)","Documentary",493459,16070,68,"4.0",1240093821
82221,44828,"Slither (2006)","Comedy|Horror|Sci-Fi",439815,9035,274,"4.0",1171495501
82226,44840,"Benchwarmers, The (2006)","Comedy",437863,9957,111,"2.5",1516153280
82237,44849,"Renaissance (2006)","Action|Animation|Film-Noir|Sci-Fi|Thriller",386741,9389,599,"2.5",1498516275
82238,44851,"Go for Zucker! (Alles auf Zucker!) (2004)","Comedy",416331,460,89,"5.0",1520409005
82239,44864,"Friends with Money (2006)","Comedy|Drama|Romance",436331,8998,387,"3.0",1157870712
82243,44889,"Reefer Madness: The Movie Musical (2005)","Comedy|Drama|Musical",404364,20521,356,"5.0",1229140843
82245,44929,"Candy (2006)","Drama|Romance",424880,4441,254,"4.5",1180563082
82247,44931,"Secrets of a Soul (Geheimnisse einer Seele) (1926)","Drama",16914,84954,318,"4.5",1424164414
82248,44937,"Child, The (L'enfant) (2005)","Crime|Drama",456396,11490,74,"4.0",1207502318
82249,44943,"9/11 (2002)","Documentary",312318,11304,390,"5.0",1250336077
82250,44972,"Scary Movie 4 (2006)","Comedy|Horror",362120,4257,111,"0.5",1516151609
82262,44974,"Hard Candy (2005)","Drama|Thriller",424136,2652,34,"4.5",1166463868
82274,45028,"Prairie Home Companion, A (2006)","Comedy|Drama|Musical",420087,9526,226,"4.0",1173542205
82280,45062,"Sentinel, The (2006)","Crime|Drama|Thriller",443632,5820,414,"3.5",1157132462
82282,45074,"Wild, The (2006)","Adventure|Animation|Children|Comedy|Fantasy",405469,9904,381,"2.5",1164383030
82283,45081,"Silent Hill (2006)","Fantasy|Horror|Thriller",384537,588,177,"1.0",1435804553
82295,45106,"American Dreamz (2006)","Comedy|Drama",465142,9310,200,"3.0",1229877358
82296,45175,"Kinky Boots (2005)","Comedy|Drama",434124,16367,104,"4.0",1165920392
82300,45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)","Action|Comedy|Crime|Thriller",427954,8982,599,"3.0",1498525716
82301,45186,"Mission: Impossible III (2006)","Action|Adventure|Thriller",317919,956,21,"3.5",1423422539
82329,45208,"RV (2006)","Adventure|Children|Comedy",449089,9530,232,"2.5",1218169418
82332,45210,"United 93 (2006)","Crime|Drama",475276,9829,199,"4.5",1208646002
82339,45221,"Stick It (2006)","Comedy",430634,10115,73,"4.0",1464198899
82345,45361,"American Haunting, An (2005)","Drama|Horror|Mystery|Thriller",429573,10008,274,"2.0",1197272932
82347,45382,"Down in the Valley (2005)","Drama|Romance",398027,7870,462,"4.0",1158849903
82349,45431,"Over the Hedge (2006)","Adventure|Animation|Children|Comedy",327084,7518,68,"4.5",1166402437
82363,45440,"Art School Confidential (2006)","Comedy|Drama",364955,9786,125,"4.5",1474295545
82369,45442,"Poseidon (2006)","Action|Adventure|Thriller|IMAX",409182,503,232,"3.0",1160773862
82373,45447,"Da Vinci Code, The (2006)","Drama|Mystery|Thriller",382625,591,21,"3.5",1428775459
82422,45499,"X-Men: The Last Stand (2006)","Action|Sci-Fi|Thriller",376994,36668,7,"4.0",1157949636
82474,45501,"Break-Up, The (2006)","Comedy|Drama|Romance",452594,9767,68,"3.5",1267239173
82485,45503,"Peaceful Warrior (2006)","Drama",438315,13689,432,"5.0",1316391388
82486,45517,"Cars (2006)","Animation|Children|Comedy",317219,920,7,"4.5",1157066190
82527,45635,"Notorious Bettie Page, The (2005)","Drama",404802,15402,414,"3.0",1216149238
82529,45648,"Game 6 (2005)","Comedy|Drama",425055,80919,599,"2.5",1498511758
82530,45658,"On a Clear Day (2005)","Drama",410400,38344,28,"2.0",1236313534
82531,45662,"Omen, The (2006)","Horror|Thriller",466909,806,232,"2.5",1206994988
82536,45666,"Nacho Libre (2006)","Comedy",457510,9353,51,"3.5",1230931675
82550,45668,"Lake House, The (2006)","Drama|Fantasy|Romance",410297,2044,7,"1.0",1159225196
82560,45672,"Click (2006)","Adventure|Comedy|Drama|Fantasy|Romance",389860,9339,21,"3.0",1419794605
82583,45720,"Devil Wears Prada, The (2006)","Comedy|Drama",458352,350,68,"4.5",1271544885
82617,45722,"Pirates of the Caribbean: Dead Man's Chest (2006)","Action|Adventure|Fantasy",383574,58,18,"4.0",1455049739
82689,45726,"You, Me and Dupree (2006)","Comedy",463034,1819,68,"2.5",1166402731
82695,45728,"Clerks II (2006)","Comedy",424345,2295,63,"4.0",1443200332
82708,45730,"Lady in the Water (2006)","Drama|Fantasy|Mystery",452637,9697,7,"0.5",1161738279
82717,45732,"My Super Ex-Girlfriend (2006)","Comedy|Fantasy|Romance",465624,4474,161,"0.5",1176746495
